,age,comment,commodities,commodities_string,geometry,id,latitude,longitude,name
1060,,Mined and owned by Cable Sands,"['Ti', 'Zr']",Ti;Zr,POINT (115.928696 -32.816833),334800,-32.816833,115.928696,Waroona North
1061,,nan,['Au'],Au,POINT (116.951782 -28.910404),334802,-28.910403999999996,116.95178200000001,Eastern Creek
1062,,nan,['Au'],Au,POINT (131.829084 -13.614195),334803,-13.614195,131.829084,Mount Porter
1063,,Production is known historic production from the 1890s and 1980s.,['Au'],Au,POINT (121.318909 -28.628403),334804,-28.628403000000002,121.318909,Linger and Die
1064,,B4upd<500m(187):-,['Fe'],Fe,POINT (149.3695738 -33.57871366),334805,-33.57871366,149.3695738,Newbridge
1065,,Historic mine with past production being the global resource.  No current resources.,['Au'],Au,POINT (146.449 -37.9389),334806,-37.9389,146.44899999999998,Long Tunnel Extended
1066,,Global resources are aggregate of past production.  no current resources.,['Au'],Au,POINT (143.61562 -36.45625),334807,-36.45625,143.61562,Mariners
1067,,Global resource is the sum of past production,"['Au', 'Cu']",Au;Cu,POINT (145.862849 -31.531214),334808,-31.531214000000002,145.862849,Mount Pleasant
1068,Archean,nan,['Au'],Au,POINT (122.5564 -31.063),334809,-31.063000000000002,122.5564,Atriedes
1069,,nan,['Au'],Au,POINT (143.5486 -18.9942),334811,-18.9942,143.5486,Agate Creek
1070,Archean,nan,['Au'],Au,POINT (119.5127 -28.1757),334812,-28.1757,119.5127,Lord Henry
1071,Archean,Part of Burnakurra project,['Au'],Au,POINT (118.4337 -27.078),334813,-27.078000000000003,118.4337,FCL2
1072,Archean,nan,['Au'],Au,POINT (118.1209 -27.4039),334814,-27.4039,118.1209,Gilt Edge
1073,Quaternary,nan,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (153.1699798 -27.04680992),334815,-27.04680992,153.16997980000002,Bribie Island (IA)
1074,Archaean,nan,['Au'],Au,POINT (120.9582 -31.0497),334816,-31.0497,120.9582,Gibraltar - Bullabulling
1075,Proterozoic,1614+-32 Ma according to Maas (1984),"['U', 'Au']",U;Au,POINT (132.8977 -12.508),334817,-12.508,132.8977,Jabiluka
1076,Proterozoic,nan,"['U', 'Ni', 'Cu', 'Co']",U;Ni;Cu;Co,POINT (130.9483297 -12.94677078),334818,-12.94677078,130.9483297,Mount Fitch
1077,Archaean,nan,['Fe'],Fe,POINT (119.5360589 -20.35039234),334819,-20.35039234,119.53605890000001,Mount Goldsworthy
1078,Archean,"The project components are no longer owned by St Barbara. In 2013 the western deposits  (Triton, Kurara, Missing Link) and central deposits (Turn of the Tide - Culculli group) were owned by Reed resources while the eastern deposits (Noa group, Alliance, Federal City and Banderol) were held by Kentor Gold. Constituent resources for this project have been zeroed as they are included in resource figures captured for current owners.",['Au'],Au,POINT (118.35 -27.07),334820,-27.07,118.35,Reedy Project-St Barbara (2001)
1079,Precambrian,nan,['Fe'],Fe,POINT (118.6827879 -23.00824938),334822,-23.00824938,118.6827879,Parallel Ridge
1080,Proterozoic,nan,"['Cu', 'Sn']",Cu;Sn,POINT (131.7130291 -13.49955767),334824,-13.49955767,131.7130291,Mount Wells
1081,Late Carboniferous,about 305 to 310 Ma according to *16084,['Au'],Au,POINT (146.832 -20.0404),334825,-20.0404,146.832,Mount Wright
1082,Cainozoic,vein mineralisation much older,['Au'],Au,POINT (138.774471 -35.07935994),334826,-35.07935994,138.774471,Echunga
1083,Palaeozoic,nan,['Au'],Au,POINT (153.1139305 -27.66102265),334827,-27.66102265,153.11393049999998,Mount Taylor
1084,Late Ordovician,nan,"['Au', 'Pb']",Au;Pb,POINT (147.5950589 -37.23429216),334828,-37.23429216,147.59505890000003,Cassilis Goldfield
1085,Late Ordovician,nan,['Au'],Au,POINT (143.7366177 -37.06011649),334829,-37.06011649,143.73661769999998,Maryborough Goldfield
1086,Tertiary,nan,"['Au', 'Sn']",Au;Sn,POINT (146.6999909 -36.38023778),334830,-36.38023778,146.6999909,Beechworth
1087,Tertiary,nan,"['Fe', 'Mn']",Fe;Mn,POINT (120.7433643 -21.21177488),334831,-21.21177488,120.7433643,Ripon Hills
1088,Early Devonian,nan,"['Ag', 'Zn', 'Cu', 'Pb', 'Au']",Ag;Zn;Cu;Pb;Au,POINT (145.8577972 -31.52121939),334832,-31.52121939,145.8577972,Chesney
1089,Palaeozoic,nan,"['Ag', 'Au', 'Cu', 'Co']",Ag;Au;Cu;Co,POINT (146.8719 -31.2586),334834,-31.2586,146.8719,Murrawombie
1090,Cretaceous,"95 Ma based on sedimentary genesis,Bolton et al.(1990)",['Mn'],Mn,POINT (136.445547 -13.992158),334839,-13.992157999999998,136.445547,Groote Eylandt
1091,Archaean,For 2012 resources are reported in the agglomerated figures for the Three Mile Hill Project.,['Au'],Au,POINT (121.2009 -30.9328),334840,-30.9328,121.2009,Greenfields
1092,Devonian,Devonian - Carboniferous,"['W', 'Mo']",W;Mo,POINT (144.0655847 -40.02794248),334841,-40.02794248,144.0655847,Bold Head
1093,Proterozoic,nan,['Mn'],Mn,POINT (140.426858 -21.091725),334843,-21.091725,140.426858,Kafani
1094,Proterozoic,nan,['Cu'],Cu,POINT (139.4719936 -20.7990806),334845,-20.7990806,139.4719936,Cresant
1095,Proterozoic,nan,"['Au', 'Cu']",Au;Cu,POINT (140.4441846 -20.73655409),334846,-20.73655409,140.4441846,Dolomite
1096,Proterozoic,nan,['Cu'],Cu,POINT (139.9171987 -20.84756044),334847,-20.84756044,139.9171987,Melba
1097,Proterozoic,nan,['Cu'],Cu,POINT (139.9542001 -20.95155997),334848,-20.95155997,139.95420009999998,Prince of Wales
1098,Late Carboniferous,nan,['Sn'],Sn,POINT (145.1476862 -17.43948388),334850,-17.43948388,145.1476862,Adventure
1099,Cainozoic,nan,['Sn'],Sn,POINT (145.3910789 -17.42408063),334851,-17.42408063,145.3910789,Herberton Deep Lead
1100,Devonian,Age: deduced from stratigraphic control,"['Ag', 'Au']",Ag;Au,POINT (147.0534 -21.9231),334852,-21.9231,147.0534,Twin Hills
1101,Archaean,"Project includes the Michaelangelo, Leonardo, Krang, Forgotten Fourand Splinter deposits",['Au'],Au,POINT (121.4126 -28.929),334853,-28.929000000000002,121.4126,Raeside Project
1102,Pleistocene,One on many deposits that occur in the Beenup-Karridale project,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (115.2643219 -34.23511225),334854,-34.23511225,115.2643219,Beenup
1103,Archaean,nan,['Au'],Au,POINT (121.4319326 -31.07835376),334855,-31.07835376,121.43193259999998,Ghost Crab
1104,Archaean,nan,['Au'],Au,POINT (121.2783235 -27.88201981),334856,-27.88201981,121.27832350000001,Centenary
1105,Archaean,2660-2620Ma,['Au'],Au,POINT (121.7781485 -31.39223846),334857,-31.39223846,121.77814850000001,Argo-Apollo
1106,Palaeoproterozoic,nan,['Fe'],Fe,POINT (135.1513749 -30.00798654),334859,-30.00798654,135.1513749,Hawks Nest
1107,Archaean,nan,"['Ag', 'Au', 'Zn', 'Pb']",Ag;Au;Zn;Pb,POINT (121.6479 -30.7887),334860,-30.7887,121.6479,Nimbus
1108,,Minloc Database Location;,['Fe'],Fe,POINT (148.5014894 -33.87255341),334861,-33.87255341,148.5014894,Broula
1109,,nan,['Au'],Au,POINT (149.4348458 -22.86094259),334862,-22.86094259,149.4348458,Mount Mckenzie
1110,,About 100km North Of Newman,['Fe'],Fe,POINT (120.057771 -22.56219415),334863,-22.56219415,120.057771,Roy Hill
1111,,Fe/0002 Used To Locate Deposit On Map.,['Fe'],Fe,POINT (149.2095445 -35.67727098),334864,-35.67727098,149.2095445,Michelago
1112,,This deposit incorporated into Yakabindie (deposit no 354),"['Ni', 'Co']",Ni;Co,POINT (120.577027 -27.42549067),334865,-27.42549067,120.577027,Six Mile (Yakabindie)
1113,Archean,nan,['Au'],Au,POINT (119.2697 -28.0737),334866,-28.0737,119.2697,Two Mile Hill
1114,,nan,['Au'],Au,POINT (144.7822147 -36.90667131),334867,-36.90667131,144.7822147,Redcastle
1115,,"1:125000 Map In Aimm.  Loc. +/- 10""","['Ag', 'Au']",Ag;Au,POINT (152.3879932 -28.90384756),334868,-28.90384756,152.38799319999998,Lady Hampden
1116,,"B4upd<500m(7): Marston, (1984), P 82; Located in the Forrestania region",['Ni'],Ni,POINT (119.670145 -32.345947),334869,-32.345946999999995,119.67014499999999,Beautiful Sunday
1117,,Supplied In Amg Coordinates; Accuracy 50-100 Metres; Centre Of Deposit;,['Au'],Au,POINT (149.696428 -33.10947406),334870,-33.10947406,149.696428,Whalans Hill
1118,,B4upd<10km(1.1):-Minloc,"['Ag', 'Cu']",Ag;Cu,POINT (140.7491808 -20.98354844),334871,-20.98354844,140.74918080000003,Canteen
1119,,nan,['Au'],Au,POINT (119.7621754 -21.30239711),334872,-21.30239711,119.76217539999999,Fieldings Gully
1120,,Deposit Is Located 50 Km Southeast Of Renner Springs,['Mn'],Mn,POINT (134.054932 -18.663851),334873,-18.663851,134.054932,Mucketty
1121,,nan,['Au'],Au,POINT (131.3198348 -13.38326287),334874,-13.38326287,131.3198348,Sikonos
1122,,"Now part of Gladstone Pacific Nickel Ltd (2007 ARpt) 15km ssw of Marlborough. Includes Slopeaway, Coorumburra(East, Central and West), and Whereat.","['Ni', 'Co']",Ni;Co,POINT (149.830567 -22.938531),334875,-22.938531,149.830567,Slopeaway (Marlborough)
1123,,Gps Location.,['Au'],Au,POINT (143.3953126 -19.78715463),334877,-19.78715463,143.39531259999998,Grand Central
1124,Archean,nan,['Au'],Au,POINT (120.9679 -27.078),334878,-27.078000000000003,120.9679,Corboys Find TC 8
1125,,nan,['Au'],Au,POINT (119.359459 -31.31702932),334879,-31.31702932,119.35945900000002,Hakes Find
1126,,In Mount Morgans Exploration Area.,['Au'],Au,POINT (122.3073748 -28.84446599),334882,-28.84446599,122.30737479999999,Just In Case
1127,,nan,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (153.268 -29.815),334885,-29.815,153.268,Angourie
1128,,nan,['Au'],Au,POINT (121.7910447 -30.75091106),334886,-30.75091106,121.79104469999999,Jarvis
1129,Paleoproterozoic,nan,['Au'],Au,POINT (131.3351 -13.3455),334888,-13.3455,131.3351,Kazi
1130,Archean,nan,['Au'],Au,POINT (118.4365 -26.7046),334889,-26.7046,118.4365,Surprise - Yaloginda
1131,,North of Mudgee near Gulgong.  Also called Tallawang-Puggong.  Includes Tallanwang North and Tallawang South.,['Fe'],Fe,POINT (149.4511433 -32.19530463),334890,-32.19530463,149.4511433,Tallawang
1132,,Located 95 Kms North Of Perth,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (115.970398 -31.08153),334891,-31.081529999999997,115.970398,Mindarra Springs
1133,Archean,Location From Western Australian Department Of Minerals And Energy's Minedex Database;,['Au'],Au,POINT (121.5142 -30.3832),334892,-30.3832,121.5142,Mulgarrie
1134,,nan,['Ag'],Ag,POINT (116.8713855 -21.08606598),334893,-21.08606598,116.8713855,Elizabeth Hill (Munni Munni)
1135,Archean,nan,['Au'],Au,POINT (119.2697 -28.0759),334894,-28.0759,119.2697,Shillington
1136,,29 kms SE of Laverton; Part of Anaconda Nickel Resource Projects; Company now called Minara Resources Limited,"['Ni', 'Co']",Ni;Co,POINT (122.5752785 -28.77887672),334895,-28.77887672,122.5752785,Pelican (Anaconda)
1137,,Deposit Consists Of Several Individual Strandlines,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (115.1665914 -29.45970266),334896,-29.45970266,115.16659140000002,Dongara Project
1138,,Part Of East Kundana Project,['Au'],Au,POINT (121.2597033 -30.73566886),334897,-30.73566886,121.25970330000001,Startrek Central
1139,Archean,Resources are reported in agglomerated figures under the Nannine Project by Reed Resources.,['Au'],Au,POINT (118.3553 -26.8832),334898,-26.8832,118.3553,Three Sisters
1140,,Part of the Minjar project.  Location from Western Australia Minedex database.,['Au'],Au,POINT (116.936172 -28.874069),334900,-28.874069,116.936172,Winddine Well
1141,,Mining continues at Victor South and Long,['Ni'],Ni,POINT (121.678421 -31.13893),334902,-31.13893,121.678421,Victor
1142,Archean,nan,['Au'],Au,POINT (117.902 -33.5374),334904,-33.5374,117.902,Lone Tree
1143,Carboniferous,hydrothermal veins associated with Carboniferous dykes?,['Au'],Au,POINT (145.229991 -20.34695693),334905,-20.34695693,145.22999099999998,Cape River
1144,,Located  1 km WSW of Miitel Mine portal; 43 kms S of Kambalda,"['Ni', 'Cu', 'Co']",Ni;Cu;Co,POINT (121.636154 -31.584702),334907,-31.584702000000004,121.636154,Dordie Rocks North
1145,Archean,Any 2012 resources are reported in the agglomerated figures for the Tindals Project.,['Au'],Au,POINT (121.1045 -31.0284),334908,-31.0284,121.1045,Lord Bob
1146,,nan,['Au'],Au,POINT (117.005035 -29.103165),334909,-29.103165,117.005035,Mugs Luck
1147,Proterozoic,nan,"['Ni', 'Co', 'Mn']",Ni;Co;Mn,POINT (140.3904 -20.985508),334910,-20.985508,140.3904,Overhang
1148,,nan,['Au'],Au,POINT (147.8932 -41.4866),334913,-41.4866,147.8932,New Golden Gate
1149,Archaean,nan,['Au'],Au,POINT (121.2506479 -30.77558029),334914,-30.77558029,121.2506479,White Foil
1150,,nan,['Au'],Au,POINT (149.5423 -32.444),334915,-32.444,149.5423,Springfield
1151,,Historic mine with global resources equal to past aggregate production.,['Au'],Au,POINT (144.2914 -37.45149),334917,-37.45149,144.2914,Sultan
1152,,Located in the Chichester Ranges,['Fe'],Fe,POINT (120.413887 -22.610001),334918,-22.610001,120.41388700000002,Claytons Hammer
1153,,nan,['Au'],Au,POINT (120.96334 -29.634602),334919,-29.634602,120.96333999999999,Lady Irene
1154,,Location is that for Klondyke mine,"['Ag', 'Au']",Ag;Au,POINT (150.2703 -25.2892),334920,-25.2892,150.2703,Cracow
1155,Archean,nan,['Au'],Au,POINT (120.9403 -27.4228),334921,-27.4228,120.9403,Cockburn - Mt McClure
1156,,Mining ceased February 1998. Milling ceased April 1998.,['Au'],Au,POINT (118.92189 -21.07031),334922,-21.07031,118.92188999999999,Lynas Find
1157,Proterozoic,nan,"['U', 'Au', 'PGE']",U;Au;PGE,POINT (132.6074 -13.5862),334923,-13.5862,132.6074,Coronation Hill
1158,Permian,nan,"['Ag', 'Zn', 'Cu', 'Pb', 'Au']",Ag;Zn;Cu;Pb;Au,POINT (152.3659806 -28.91282072),334924,-28.91282072,152.3659806,Drake
1159,Archaean,nan,['Au'],Au,POINT (119.4158 -27.2555),334925,-27.2555,119.4158,Gidgee Project
1160,Palaeozoic,age of quartz reef Au mineralisation,['Au'],Au,POINT (148.4898137 -35.86255071),334926,-35.86255071,148.48981369999998,Kiandra
1161,Carboniferous,nan,"['Ag', 'Zn', 'Cu', 'Pb']",Ag;Zn;Cu;Pb,POINT (149.5371367 -32.01690276),334927,-32.01690276,149.5371367,Leadville
1162,Archaean,"Deposit is really a project involving several deposits including Quarters,Tuart, Homestead, Henning, Dogtrack and Racetrack. Norton Gold Fields is planning a large pit to take in these old open cuts. The Homestead underground resource and mine is captured separately.",['Au'],Au,POINT (121.232 -30.5466),334928,-30.5466,121.23200000000001,Mount Pleasant
1163,Early Palaeozoic,nan,"['Ag', 'Zn', 'Cu', 'Pb', 'Au']",Ag;Zn;Cu;Pb;Au,POINT (146.1999897 -20.36694475),334930,-20.36694475,146.19998969999997,Reward
1164,Palaeoproterozoic,1830 Ma,"['Au', 'Bi', 'Cu']",Au;Bi;Cu,POINT (134.0281 -19.4387),334931,-19.4387,134.0281,Orlando
1165,Permian,nan,['Au'],Au,POINT (152.3150497 -29.12793675),334932,-29.12793675,152.3150497,Timbarra-Poverty Point
1166,Archaean,nan,['Au'],Au,POINT (121.477392 -30.72621635),334933,-30.72621635,121.477392,Mount Percy
1167,Late Cambrian,Prince Lyell has been the principal producer in the Mt Lyell field,"['Ag', 'Au', 'Cu']",Ag;Au;Cu,POINT (145.5848 -42.0637),334935,-42.0637,145.5848,Prince Lyell
1168,Palaeoproterozoic,1690 Ma,"['Ag', 'Zn', 'Pb']",Ag;Zn;Pb,POINT (138.5890216 -18.74405718),334936,-18.74405718,138.5890216,Silver King
1169,Neoproterozoic,850 Ma,['U'],U,POINT (138.0833261 -17.51366476),334937,-17.51366476,138.0833261,Westmoreland
1170,Late Palaeozoic,nan,['Au'],Au,POINT (143.3639994 -19.69998215),334939,-19.69998215,143.36399939999998,Woolgar goldfield
1171,Quaternary,nan,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (115.413696 -30.625429),334940,-30.625428999999997,115.413696,Cooljarloo (TRONOX)
1172,Archaean,nan,"['Ni', 'Cu', 'Co']",Ni;Cu;Co,POINT (121.6612568 -31.62784476),334942,-31.62784476,121.6612568,Mariners
1173,Proterozoic,nan,"['Au', 'Cu']",Au;Cu,POINT (139.901196 -20.60356208),334943,-20.60356208,139.901196,Blue Star
1174,Proterozoic,nan,['Cu'],Cu,POINT (140.2731926 -20.99455568),334944,-20.99455568,140.2731926,Celestial
1175,Proterozoic,nan,"['Au', 'Cu']",Au;Cu,POINT (140.0460145 -19.822028),334945,-19.822028,140.0460145,Crusader
1176,Proterozoic,nan,['Cu'],Cu,POINT (140.3121905 -20.90555561),334946,-20.90555561,140.3121905,Longara
1177,Proterozoic,nan,['Cu'],Cu,POINT (139.8902022 -20.99056034),334947,-20.99056034,139.89020219999998,Non Pariel
1178,Late Carboniferous,nan,"['Cu', 'Sn']",Cu;Sn,POINT (145.2137975 -17.2939753),334948,-17.2939753,145.2137975,Stannary Hills Group
1179,Proterozoic,Metamorphosed deposit,"['Ag', 'Zn', 'Cu', 'Pb']",Ag;Zn;Cu;Pb,POINT (143.9929908 -18.60898175),334950,-18.60898175,143.9929908,Chloe - Jackson
1180,Archaean,nan,"['Au', 'Cu']",Au;Cu,POINT (116.317035 -28.64749465),334951,-28.64749465,116.317035,Gullewa
1181,Archean,"Young Australia, Mulline",['Au'],Au,POINT (120.5645 -29.7445),334952,-29.7445,120.5645,Riverina
1182,Early Pliocene,probably Late Miocene to Early Pliocene,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (142.7000132 -34.81369592),334954,-34.81369592,142.7000132,Wemen
1183,,Accuracy 51-100m; Centroid Of Plan View Of Orebody;,['Au'],Au,POINT (144.7363079 -36.64352677),334955,-36.64352677,144.7363079,Cornella
1184,,nan,['Fe'],Fe,POINT (116.8348006 -29.16293479),334956,-29.16293479,116.83480060000001,Blue Hills (Gindalbie Metals)
1185,,"In The Upper Flinders Range About 530 Km North Of Adelaid, Sa.",['Cu'],Cu,POINT (138.6012703 -30.19559581),334957,-30.19559581,138.6012703,Lyndhurst
1186,,Deposit Adjacent To The Nairne Pyrite Horizon Near Victor Harbour;,['Fe'],Fe,POINT (138.6180344 -35.46231356),334959,-35.46231356,138.6180344,Peeralilla Hill
1187,,nan,"['Ag', 'Au']",Ag;Au,POINT (120.362607 -33.60735295),334960,-33.60735295,120.36260700000001,Ravensthorpe
1188,Archean,nan,['Au'],Au,POINT (120.1205 -21.9671),334961,-21.9671,120.1205,Golden Eagle (Nullagine)
1189,,nan,['Fe'],Fe,POINT (139.6511917 -19.8955624),334964,-19.8955624,139.6511917,Hematite Range
1190,,nan,['Au'],Au,POINT (152.2635181 -26.28405482),334965,-26.28405482,152.2635181,Jimmys Scrub
1191,,nan,['Au'],Au,POINT (151.2779 -24.669),334966,-24.669,151.2779,Mount Cannindah East
1192,,Site Of Herald Resources Plant At Sandstone. Used As The Location Of Stockpiled Resources.,['Au'],Au,POINT (119.2569 -28.09),334969,-28.09,119.2569,Sandstone Stockpiles (Herald Res)
1193,Archean,nan,['Au'],Au,POINT (118.2785 -27.0996),334973,-27.0996,118.2785,Jack Ryan
1194,,Approximate Middle Of Open Pit Located From Mine Plan;,['Au'],Au,POINT (116.2786967 -28.68736741),334975,-28.68736741,116.2786967,Rocksteady
1195,Proterozoic,nan,['Au'],Au,POINT (140.6487 -20.7187),334977,-20.7187,140.6487,Lorena
1196,,The project was acquired by OM Group from Centaur Mining & Exploration in 2001 and is now held by Norilsk since March 2007,"['Ni', 'Cu', 'Co']",Ni;Cu;Co,POINT (121.1485444 -30.36888809),334978,-30.36888809,121.14854440000002,Cawse Historic Ni Mine (Central and Extended)
1197,,nan,['Cu'],Cu,POINT (139.717 -19.4),334979,-19.4,139.717,Dynamite Creek
1198,,"Part Of Zeehan Tin Project (See Also Severn, Montana & Golf Course
For All Resources.","['Ag', 'Zn', 'Cu', 'Sn', 'Pb']",Ag;Zn;Cu;Sn;Pb,POINT (145.3213982 -41.87854037),334980,-41.87854037,145.32139819999998,Queen Hill
1199,,"Project Consists of several deposits under Western Areas NL control : Digger Rocks, Digger Rocks South,Cosmic Boy, Flying Fox, New Morning Together With Prospects, Liquid Acrobat And Fireball","['Ni', 'Co']",Ni;Co,POINT (119.8114705 -32.71735605),334981,-32.71735605,119.81147050000001,Forrestania Nickel  Project
1200,,nan,['Fe'],Fe,POINT (131.6012311 -13.52575914),334983,-13.52575914,131.6012311,Burrundie
1201,Archean,nan,['Au'],Au,POINT (118.0436 -27.5401),334984,-27.5401,118.0436,Comet
1202,,"Global resources for Minjar are given below - See individual mineralised deposits for details of current resources - Bugeye, Windinne Well etc",['Au'],Au,POINT (116.9356753 -28.87034607),334985,-28.87034607,116.9356753,Minjar
1203,,nan,['Au'],Au,POINT (146.4513 -37.9486),334986,-37.9486,146.4513,Walhalla - Cohen's
1204,Archean,nan,['Au'],Au,POINT (122.2753 -27.8397),334987,-27.8397,122.2753,Rosemont
1205,,nan,['Au'],Au,POINT (121.612841 -30.56921258),334990,-30.56921258,121.61284099999999,Consuls
1206,,"Part Of Zeehan Tin Project (See Also Severn, Queen Hill & Golf Course
For All Resources.","['Ag', 'Zn', 'Cu', 'Sn', 'Pb']",Ag;Zn;Cu;Sn;Pb,POINT (145.3260581 -41.87603029),334991,-41.87603029,145.3260581,Montana
1207,Archean,nan,['Au'],Au,POINT (119.4005 -29.9653),334993,-29.9653,119.4005,Mount King
1208,Mesoproterozoic,about 1500 Ma,"['Au', 'Cu', 'Fe', 'Co']",Au;Cu;Fe;Co,POINT (140.7028102 -20.43982907),334994,-20.43982907,140.7028102,Ernest Henry
1209,Archaean,Now part of  Forrestania Nickel project ( Deposit no 2273 ) owned by Western Areas NL,"['Ni', 'Cu']",Ni;Cu,POINT (119.8103955 -32.71576505),334996,-32.71576505,119.81039550000001,Digger Rocks
1210,,nan,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (115.941566 -32.656712),334997,-32.656712,115.941566,The Loop
1211,unknown,nan,['Au'],Au,POINT (116.2426 -22.5794),334998,-22.5794,116.2426,Paulsens
